reference|marque|modele|annee|couleur|carburant|kilometrage|immatriculation|ville|prix|qte_initial
VEH-15219|Citroen|C3|2019|Argent|Hybride|125883|93-KGS-386|Angers|40725|5
VEH-15220|Renault|Captur|2017|Bleu intense|GPL|83713|99-PGL-721|Toulon|42947|6
VEH-15221|Kia|Picanto|2019|Bleu intense|GPL|158012|35-NAZ-853|Nimes|23460|7
VEH-15222|Opel|Corsa|2016|Beige sable|Diesel|104183|21-GDF-690|Lille|56826|6
VEH-15223|Volkswagen|Tiguan|2019|Beige sable|Diesel|187936|46-TRD-695|Mulhouse|36381|7
VEH-15224|Volkswagen|Golf|2025|Noir perla|Electrique|95093|47-EWI-337|Toulon|45778|3
VEH-15225|Mini|Cooper|2015|Vert olive|GPL|144332|36-KLT-402|Montpellier|41186|1
VEH-15226|Mini|Clubman|2021|Rouge flamme|GPL|55692|10-JHZ-786|Nimes|43767|8
VEH-15227|Opel|Corsa|2016|Noir perla|Diesel|65402|51-LXV-146|Rennes|53709|4
VEH-15228|Fiat|600|2024|Vert olive|Diesel|17684|49-HOG-387|Lyon|50912|8
VEH-15229|Audi|A1|2023|Blanc nacre|Hybride|140494|71-IHF-404|Caen|44964|2
VEH-15230|Volkswagen|Tiguan|2018|Orange fusion|Essence|127205|79-ERE-435|Besancon|45415|2
VEH-15231|Mini|Cooper|2024|Beige sable|Hybride|192256|95-OHE-792|Amiens|49953|7
VEH-15232|Audi|A3|2019|Argent|Essence|45687|70-QQY-719|Villeurbanne|14654|5
VEH-15233|Dacia|Spring|2016|Rouge flamme|Electrique|132930|87-BHB-841|Marseille|50754|7
VEH-15234|Renault|Arkana|2019|Gris platine|Hybride|179901|87-LJS-214|Montpellier|41712|1
VEH-15235|Ford|Kuga|2016|Beige sable|Hybride|113489|40-XRE-888|Martigues|38448|3
VEH-15236|Mercedes|GLC|2024|Argent|Essence|161952|23-FUK-350|Dijon|37326|3
VEH-15237|Kia|EV6|2025|Vert olive|Hybride|38628|48-ROX-650|Lyon|49903|2
VEH-15238|Ford|Puma|2016|Violet royal|GPL|15004|30-SDF-844|Angers|38214|6
VEH-15239|Audi|A1|2016|Violet royal|Hybride|13685|32-UDA-941|Nimes|44310|5
VEH-15240|Volkswagen|Tiguan|2021|Rouge flamme|Diesel|190441|96-DGN-468|Clermont-Ferrand|42629|2
VEH-15241|Mini|Clubman|2015|Orange fusion|GPL|130011|23-IHY-638|Nice|38850|3
VEH-15242|Audi|Q5|2018|Beige sable|Hybride|69524|55-KVY-112|Toulouse|11796|3
VEH-15243|Toyota|Yaris Hybrid|2019|Vert olive|Hybride|194174|37-ELR-511|Toulon|40947|5
VEH-15244|Kia|Niro|2020|Rouge flamme|Electrique|98147|86-XON-318|Nice|17991|6
VEH-15245|Fiat|Tipo|2021|Blanc nacre|Electrique|178202|67-PDQ-114|Annecy|55828|3
VEH-15246|Dacia|Sandero|2023|Violet royal|Hybride|143954|23-PRJ-615|Martigues|10384|5
VEH-15247|Mini|Cooper|2024|Bleu intense|GPL|115162|57-AUC-682|Le Havre|37421|5
VEH-15248|BMW|Serie 3|2017|Vert olive|Essence|92586|91-FSO-725|Lyon|25478|2
VEH-15249|Mini|Cooper|2025|Argent|Diesel|145625|20-YFA-966|Montpellier|41084|3
VEH-15250|Audi|A3|2017|Argent|Diesel|138365|94-KKT-293|Grenoble|22071|4
VEH-15251|Mercedes|Classe C|2022|Rouge flamme|Diesel|107801|72-MCS-803|Amiens|51569|5
VEH-15252|Mini|Clubman|2025|Orange fusion|GPL|161668|22-HWP-396|Annecy|40850|5
VEH-15253|Toyota|Corolla|2021|Beige sable|Electrique|36837|18-VIY-501|Rennes|41651|2
VEH-15254|Peugeot|3008|2023|Bleu intense|Hybride|162662|63-QVV-780|Paris|31919|8
VEH-15255|Nissan|Micra|2016|Gris platine|Essence|73374|80-NVI-697|Clermont-Ferrand|59453|1
VEH-15256|Mini|Cooper|2018|Blanc nacre|Essence|20160|98-TVM-535|Strasbourg|13008|8
VEH-15257|Mercedes|Classe C|2020|Orange fusion|GPL|159912|25-TUQ-794|Le Mans|53741|7
VEH-15258|Citroen|C4|2024|Noir perla|GPL|178205|50-ZFV-775|Paris|18327|5
VEH-15259|Audi|Q5|2017|Bleu intense|Essence|39999|36-EXF-182|Limoges|23785|1
VEH-15260|Kia|Niro|2015|Beige sable|GPL|39560|65-CMG-705|Lyon|28928|5
VEH-15261|Hyundai|Ioniq 5|2021|Gris platine|Hybride|33024|46-FLX-971|Rouen|12270|6
VEH-15262|Renault|Scenic E-Tech|2021|Bleu intense|Hybride|179955|63-QCT-533|Nice|17705|7
VEH-15263|Seat|Arona|2022|Bleu intense|Diesel|57656|11-EOX-300|Dijon|37315|6
VEH-15264|Volkswagen|Passat|2016|Beige sable|Hybride|179799|31-BEO-609|Toulouse|43343|6
VEH-15265|Opel|Corsa|2022|Violet royal|GPL|113242|43-KZX-353|Le Havre|19345|2
VEH-15266|Mini|Clubman|2023|Violet royal|Hybride|196905|66-ILL-552|Toulouse|23632|2
VEH-15267|Opel|Corsa|2018|Beige sable|Diesel|150802|72-EYP-880|Strasbourg|31082|8
VEH-15268|Citroen|C5 Aircross|2025|Rouge flamme|Electrique|34164|97-QPN-874|Amiens|43344|1
VEH-15269|Seat|Arona|2021|Bleu intense|GPL|155088|31-QZG-217|Metz|47199|4
VEH-15270|Audi|Q2|2018|Vert olive|GPL|190992|28-GHZ-133|Nantes|49159|6
VEH-15271|Mini|Clubman|2016|Vert olive|Hybride|57523|15-STT-587|Perpignan|48825|7
VEH-15272|Renault|Captur|2022|Bleu intense|GPL|71721|36-XXY-909|Saint-Etienne|9974|4
VEH-15273|Dacia|Spring|2019|Beige sable|Hybride|7371|28-RNR-741|Perpignan|31962|5
VEH-15274|Nissan|Qashqai|2017|Blanc nacre|GPL|8552|14-JAO-592|Reims|56116|2
VEH-15275|Fiat|600|2024|Gris platine|GPL|38012|60-XLU-842|Rennes|58229|5
VEH-15276|Peugeot|308|2024|Violet royal|Diesel|65568|84-OSM-659|Strasbourg|36074|2
VEH-15277|Ford|Mustang Mach-E|2019|Noir perla|Hybride|118132|47-STQ-245|Angers|29118|3
VEH-15278|Fiat|Panda|2025|Violet royal|GPL|77904|67-RTZ-989|Dijon|49819|8
VEH-15279|BMW|Serie 1|2022|Beige sable|Diesel|17970|31-HFZ-997|Rouen|13287|7
VEH-15280|Audi|Q5|2015|Gris platine|Hybride|77029|44-FVE-968|Metz|21972|2
VEH-15281|Nissan|Juke|2015|Vert olive|Electrique|27711|24-JUP-590|Martigues|41442|3
VEH-15282|Mini|Cooper|2020|Violet royal|Electrique|126073|20-IVH-767|Villeurbanne|37410|8
VEH-15283|Opel|Corsa|2022|Gris platine|Essence|163971|86-QOR-838|Nantes|56023|6
VEH-15284|BMW|Serie 1|2016|Argent|Electrique|36877|24-ALU-122|Martigues|32745|2
VEH-15285|Ford|Kuga|2017|Violet royal|Diesel|171842|68-EZF-552|Lille|17008|6
VEH-15286|BMW|X3|2015|Orange fusion|Electrique|17499|87-RVW-132|Grenoble|28128|2
VEH-15287|BMW|X1|2017|Vert olive|Diesel|23905|29-OFX-361|Saint-Etienne|33905|4
VEH-15288|BMW|Serie 3|2023|Bleu intense|Hybride|26766|72-FOT-768|Toulouse|56211|5
VEH-15289|Citroen|C5 Aircross|2023|Violet royal|Diesel|64134|78-HLR-273|Annecy|56909|8
VEH-15290|Kia|Ceed|2022|Blanc nacre|Electrique|191252|72-PXO-699|Limoges|15917|6
VEH-15291|Seat|Ateca|2017|Violet royal|Essence|165306|94-YSP-598|Brest|13750|7
VEH-15292|Kia|Picanto|2017|Argent|Diesel|115714|28-INB-907|Tours|51570|8
VEH-15293|Toyota|Yaris Hybrid|2024|Rouge flamme|Essence|199272|47-VOL-131|Strasbourg|17480|7
VEH-15294|Fiat|Panda|2017|Noir perla|GPL|187999|28-YKA-940|Angers|42615|1
VEH-15295|Citroen|C4|2020|Bleu intense|Hybride|80879|11-UWO-287|Perpignan|50001|1
VEH-15296|Mini|Cooper|2020|Beige sable|Hybride|158676|15-VXN-219|Valence|12809|6
VEH-15297|Fiat|500|2021|Orange fusion|Diesel|175208|26-QGT-202|Angers|27578|6
VEH-15298|Hyundai|i20|2016|Vert olive|GPL|123949|30-BKV-495|Besancon|43473|4
VEH-15299|Renault|Megane E-Tech|2022|Orange fusion|Essence|190575|13-LGP-186|Montpellier|20640|7
VEH-15300|Seat|Leon|2022|Blanc nacre|Electrique|8356|53-PSE-303|Aix-en-Provence|18344|7
VEH-15301|BMW|X3|2016|Blanc nacre|Hybride|122588|17-CXJ-842|Annecy|59555|7
VEH-15302|Citroen|C4|2025|Bleu intense|Electrique|152294|99-ASN-230|Grenoble|44557|3
VEH-15303|Renault|Kadjar|2022|Bleu intense|Diesel|85376|18-WHJ-214|Rennes|44196|6
VEH-15304|Citroen|Berlingo|2016|Blanc nacre|Essence|12705|35-SZR-953|Dijon|9817|8
VEH-15305|Seat|Ateca|2022|Bleu intense|Hybride|86017|20-UMM-310|Limoges|44562|3
VEH-15306|Toyota|RAV4|2015|Orange fusion|Diesel|73152|66-UCY-187|Clermont-Ferrand|34527|6
VEH-15307|Peugeot|3008|2017|Bleu intense|Hybride|122110|24-JXH-630|Toulon|19733|3
VEH-15308|BMW|Serie 3|2020|Rouge flamme|Diesel|144037|77-KFI-130|Valence|16347|5
VEH-15309|Kia|EV6|2025|Beige sable|GPL|169547|99-ROT-482|Annecy|47653|6
VEH-15310|Audi|Q2|2019|Beige sable|Electrique|169505|38-DXP-871|Brest|31917|8
VEH-15311|Hyundai|i20|2019|Argent|Diesel|137221|90-LDY-440|Dijon|28950|4
VEH-15312|Nissan|Leaf|2016|Orange fusion|Essence|35434|15-NBQ-404|Montpellier|50419|7
VEH-15313|Toyota|C-HR|2021|Beige sable|Hybride|11995|93-XAM-551|Le Mans|58446|1
VEH-15314|Opel|Grandland|2024|Vert olive|Hybride|120734|15-HHC-872|Toulon|21168|8
VEH-15315|Renault|Twingo|2024|Gris platine|Diesel|180494|47-KWO-990|Valence|55232|5
VEH-15316|Opel|Mokka|2015|Rouge flamme|GPL|32053|55-BRU-622|Toulouse|43781|6
VEH-15317|Opel|Grandland|2016|Rouge flamme|Diesel|86076|15-GVC-374|Caen|27519|7
VEH-15318|Ford|Fiesta|2020|Bleu intense|Essence|108264|57-JYE-799|Angers|27725|5
VEH-15319|Citroen|C5 Aircross|2020|Vert olive|Electrique|97952|56-XZS-775|Amiens|11472|2
VEH-15320|Citroen|C3|2020|Gris platine|Electrique|199631|30-RXR-400|Montpellier|17129|2
VEH-15321|Seat|Ibiza|2024|Bleu intense|Hybride|45863|64-CNJ-901|Angers|58507|4
VEH-15322|Ford|Puma|2022|Beige sable|Hybride|109534|83-ZNY-189|Toulon|10304|4
VEH-15323|Seat|Ateca|2025|Violet royal|Electrique|97341|82-FLB-666|Lyon|48665|6
VEH-15324|Citroen|Berlingo|2024|Beige sable|GPL|138284|40-YMN-275|Martigues|9124|4
VEH-15325|Audi|A1|2017|Bleu intense|Essence|118101|59-HRT-458|Toulouse|54098|4
VEH-15326|Peugeot|3008|2023|Vert olive|GPL|172911|57-ZKD-481|Annecy|20971|7
VEH-15327|BMW|Serie 1|2018|Orange fusion|Diesel|57459|34-SKM-559|Limoges|34907|8
VEH-15328|Mercedes|GLC|2024|Vert olive|Electrique|101456|34-TUH-225|Tours|16156|2
VEH-15329|Volkswagen|Passat|2024|Gris platine|Essence|132547|50-SGY-430|Brest|18817|5
VEH-15330|Mercedes|Classe A|2017|Rouge flamme|Diesel|9583|16-TYN-407|Lyon|30876|6
VEH-15331|Nissan|Qashqai|2025|Argent|Hybride|86749|95-WKF-973|Marseille|25469|3
VEH-15332|Nissan|Micra|2016|Orange fusion|Hybride|50061|54-LOU-998|Lyon|28520|1
VEH-15333|Fiat|500|2020|Gris platine|GPL|156161|85-GNM-935|Toulon|27505|3
VEH-15334|Volkswagen|ID.3|2021|Vert olive|GPL|50736|68-XFW-930|Perpignan|39964|4
VEH-15335|Citroen|Berlingo|2015|Violet royal|Essence|12218|35-KCJ-558|Le Mans|24211|6
VEH-15336|BMW|X3|2022|Vert olive|Electrique|196009|22-EWP-934|Nimes|40454|5
VEH-15337|Mercedes|Classe A|2025|Violet royal|GPL|30657|82-SBV-482|Limoges|41593|8
VEH-15338|Ford|Kuga|2015|Violet royal|Electrique|185692|20-VQU-483|Angers|37660|7
VEH-15339|BMW|X3|2023|Vert olive|GPL|62024|66-WRG-742|Lille|24841|2
VEH-15340|Toyota|RAV4|2015|Argent|Diesel|92747|95-QBW-571|Saint-Etienne|48118|7
VEH-15341|Dacia|Jogger|2021|Beige sable|Electrique|162468|44-BCW-352|Lyon|30509|5
VEH-15342|Mercedes|GLC|2021|Beige sable|Hybride|136663|40-QZC-186|Perpignan|43235|2
VEH-15343|Hyundai|Ioniq 5|2019|Vert olive|Hybride|144901|50-CCU-391|Valence|16967|1
VEH-15344|Dacia|Jogger|2018|Rouge flamme|GPL|155968|17-DZI-260|Nice|13796|5
VEH-15345|Mercedes|GLA|2025|Noir perla|Electrique|181351|92-YSH-557|Lyon|10262|8
VEH-15346|Peugeot|308|2024|Argent|GPL|16824|52-OYM-531|Metz|10765|7
VEH-15347|Ford|Puma|2020|Beige sable|GPL|91990|66-WQP-814|Montpellier|27802|6
VEH-15348|Peugeot|2008|2021|Blanc nacre|Electrique|45948|55-KTU-849|Montpellier|53485|1
VEH-15349|Nissan|Qashqai|2016|Vert olive|Electrique|42296|39-QZJ-863|Hyeres|48730|1
VEH-15350|Volkswagen|T-Roc|2023|Vert olive|Essence|103485|59-APM-184|Lyon|36215|6
VEH-15351|Nissan|Micra|2015|Noir perla|Diesel|139969|48-MID-633|Tours|17003|4
VEH-15352|Nissan|Qashqai|2019|Beige sable|GPL|193896|27-NNV-541|Clermont-Ferrand|27611|6
VEH-15353|Ford|Focus|2022|Rouge flamme|Essence|98426|98-HQS-899|Valence|59314|5
VEH-15354|Citroen|Berlingo|2016|Bleu intense|Essence|56214|19-PSU-871|Valence|25255|1
VEH-15355|Kia|Picanto|2023|Bleu intense|GPL|141704|14-SDK-842|Saint-Etienne|30197|4
VEH-15356|Kia|Niro|2022|Noir perla|Diesel|55627|22-SDI-435|Amiens|31226|5
VEH-15357|Dacia|Duster|2021|Argent|Electrique|83128|25-AXB-205|Hyeres|26288|1
VEH-15358|Volkswagen|Golf|2016|Gris platine|Diesel|25722|21-EKO-926|Reims|8046|5
VEH-15359|Ford|Mustang Mach-E|2015|Noir perla|Diesel|12962|86-QQQ-424|Metz|17660|1
VEH-15360|BMW|Serie 1|2025|Blanc nacre|Electrique|52953|48-DPN-483|Le Havre|33574|2
VEH-15361|Mini|Countryman|2025|Vert olive|Electrique|31004|32-DME-978|Tours|21966|3
VEH-15362|Seat|Leon|2020|Bleu intense|Hybride|42691|76-DGG-391|Amiens|51862|2
VEH-15363|Citroen|Berlingo|2016|Gris platine|Electrique|164502|71-ECY-441|Dijon|34331|3
VEH-15364|Ford|Focus|2023|Violet royal|Essence|139984|42-PDI-414|Grenoble|47381|8
VEH-15365|Hyundai|i20|2023|Rouge flamme|Electrique|31397|59-MXB-834|Nantes|50685|1
VEH-15366|Fiat|Tipo|2020|Rouge flamme|Electrique|73609|94-XQJ-779|Grenoble|41607|6
VEH-15367|Fiat|600|2022|Rouge flamme|Hybride|89359|27-PSV-930|Limoges|59393|1
VEH-15368|Peugeot|5008|2025|Gris platine|Hybride|71877|42-ADK-122|Clermont-Ferrand|21666|6
VEH-15369|Peugeot|2008|2016|Rouge flamme|Hybride|184465|89-SQQ-840|Lille|45340|5
VEH-15370|BMW|Serie 3|2016|Rouge flamme|GPL|66157|33-MXK-923|Besancon|33188|2
VEH-15371|Volkswagen|Golf|2019|Argent|Hybride|113044|92-WZR-707|Martigues|8262|4
VEH-15372|Toyota|Aygo X|2022|Beige sable|Diesel|148908|98-VBQ-447|Strasbourg|20631|8
VEH-15373|Hyundai|Kona|2015|Rouge flamme|Essence|176567|52-BJB-347|Nimes|40833|2
VEH-15374|BMW|Serie 1|2022|Beige sable|Hybride|139539|59-OCL-159|Caen|25574|8
VEH-15375|Renault|Clio V|2017|Orange fusion|Diesel|173441|10-WSC-378|Clermont-Ferrand|20473|8
VEH-15376|Opel|Corsa|2019|Vert olive|Electrique|63220|49-TSQ-826|Perpignan|55128|5
VEH-15377|Ford|Mustang Mach-E|2019|Blanc nacre|Diesel|144082|61-XNP-490|Nantes|42229|2
VEH-15378|BMW|X1|2024|Gris platine|Electrique|178984|57-JVU-638|Nantes|44976|7
VEH-15379|Fiat|Tipo|2025|Noir perla|Diesel|184908|16-TRI-228|Angers|48969|2
VEH-15380|Mini|Countryman|2019|Orange fusion|Hybride|177145|52-OKF-308|Dijon|34932|8
VEH-15381|Volkswagen|T-Roc|2024|Noir perla|Diesel|75400|44-WKN-434|Brest|20675|4
VEH-15382|Fiat|600|2023|Vert olive|Hybride|65653|73-GCM-243|Mulhouse|29494|7
VEH-15383|Volkswagen|Golf|2022|Violet royal|Essence|166133|91-IBT-174|Perpignan|58122|6
VEH-15384|BMW|Serie 1|2018|Violet royal|Hybride|199349|26-IRH-332|Metz|23037|6
VEH-15385|Volkswagen|Polo|2015|Beige sable|Hybride|22877|22-OBB-919|Villeurbanne|54408|8
VEH-15386|BMW|X3|2015|Rouge flamme|GPL|159748|65-YML-499|Nimes|24994|1
VEH-15387|Mini|Cooper|2024|Beige sable|GPL|49554|62-EAY-456|Limoges|30748|2
VEH-15388|Nissan|Leaf|2021|Orange fusion|Hybride|100501|27-ERC-226|Angers|38431|6
VEH-15389|Mini|Cooper|2016|Blanc nacre|GPL|147512|41-BBK-599|Amiens|14925|8
VEH-15390|Hyundai|i20|2019|Rouge flamme|Diesel|84610|71-LDE-191|Paris|25660|3
VEH-15391|Citroen|C3|2018|Violet royal|Electrique|8129|29-KGQ-404|Mulhouse|50136|3
VEH-15392|Toyota|C-HR|2020|Violet royal|Hybride|36498|55-MMI-500|Le Mans|10703|8
VEH-15393|Peugeot|208|2021|Gris platine|Hybride|19740|38-NDD-904|Amiens|31865|5
VEH-15394|Peugeot|208|2022|Noir perla|GPL|37665|15-DUG-218|Saint-Etienne|17545|3
VEH-15395|Seat|Ateca|2016|Blanc nacre|Essence|96451|55-BYU-779|Villeurbanne|59292|8
VEH-15396|Ford|Focus|2017|Rouge flamme|GPL|74768|77-RXB-444|Toulouse|32932|7
VEH-15397|Peugeot|3008|2016|Argent|GPL|49380|75-MII-341|Annecy|29178|4
VEH-15398|Fiat|600|2023|Rouge flamme|Hybride|133557|62-OFF-848|Le Havre|51027|5
VEH-15399|Kia|Niro|2018|Rouge flamme|Hybride|15045|39-FNG-386|Saint-Etienne|9002|2
VEH-15400|Peugeot|3008|2021|Rouge flamme|Electrique|80342|13-MUC-326|Marseille|13245|4
VEH-15401|Ford|Focus|2019|Bleu intense|Diesel|52417|59-WPD-370|Limoges|27581|7
VEH-15402|Renault|Arkana|2015|Argent|Hybride|83367|60-ORJ-681|Caen|8199|1
VEH-15403|Renault|Scenic E-Tech|2022|Bleu intense|Electrique|18960|96-TVS-454|Nimes|17914|4
VEH-15404|Nissan|Leaf|2022|Violet royal|GPL|28750|77-HRG-737|Bordeaux|31200|5
VEH-15405|Dacia|Duster|2022|Blanc nacre|Essence|87319|77-FRP-593|Nantes|19657|2
VEH-15406|Opel|Corsa|2015|Vert olive|Diesel|37532|46-YLF-644|Lyon|32772|4
VEH-15407|Dacia|Spring|2024|Beige sable|GPL|182746|18-XER-617|Clermont-Ferrand|56528|5
VEH-15408|Fiat|Panda|2020|Beige sable|Electrique|104058|15-JQN-147|Dijon|43975|5
VEH-15409|Mini|Clubman|2017|Orange fusion|Electrique|47682|15-ZAC-290|Rouen|22201|6
VEH-15410|Mini|Cooper|2025|Rouge flamme|Diesel|98931|31-TTD-565|Caen|38244|1
VEH-15411|BMW|X1|2021|Noir perla|Diesel|139655|31-XRB-991|Toulon|45424|1
VEH-15412|Mini|Cooper|2018|Orange fusion|Electrique|71497|11-DJN-576|Nice|48457|4
VEH-15413|Ford|Kuga|2020|Rouge flamme|Electrique|33211|31-CDB-365|Metz|46202|8
VEH-15414|BMW|Serie 1|2023|Vert olive|GPL|198083|64-UDY-849|Nimes|19209|8
VEH-15415|Kia|Sportage|2024|Bleu intense|Hybride|179118|29-MON-427|Angers|56171|8
VEH-15416|Seat|Arona|2022|Blanc nacre|Diesel|115992|34-VYK-847|Lyon|31996|1
VEH-15417|Opel|Astra|2024|Beige sable|Electrique|22790|17-DYM-819|Rennes|36689|6
VEH-15418|Volkswagen|Passat|2018|Rouge flamme|Electrique|78919|53-AEG-507|Marseille|43673|6
VEH-15419|Nissan|Qashqai|2021|Rouge flamme|Essence|171444|71-NHC-317|Limoges|27677|2
VEH-15420|Seat|Leon|2017|Bleu intense|Essence|109654|67-XPL-883|Perpignan|39091|1
VEH-15421|Peugeot|2008|2018|Rouge flamme|Hybride|185057|88-YHS-234|Paris|13465|7
VEH-15422|Citroen|Berlingo|2015|Orange fusion|GPL|123045|45-OLT-790|Perpignan|46401|3
VEH-15423|Ford|Puma|2017|Bleu intense|Hybride|158322|51-AYU-728|Strasbourg|10969|4
VEH-15424|Kia|EV6|2018|Rouge flamme|Electrique|184401|82-ZTO-434|Toulouse|18219|1
VEH-15425|Renault|Clio V|2021|Vert olive|Diesel|10054|30-RSK-223|Clermont-Ferrand|39998|4
VEH-15426|Kia|EV6|2017|Orange fusion|Diesel|37168|37-XBE-249|Metz|20706|8
VEH-15427|BMW|X1|2020|Gris platine|Electrique|78025|29-HNS-248|Caen|50538|8
VEH-15428|Volkswagen|Passat|2020|Noir perla|Essence|17498|84-LRN-578|Limoges|50786|5
VEH-15429|Toyota|Aygo X|2025|Bleu intense|GPL|82956|73-UET-940|Rouen|31878|4
VEH-15430|Renault|Twingo|2015|Gris platine|GPL|67322|87-IQY-464|Rennes|40900|5
VEH-15431|Mini|Countryman|2015|Rouge flamme|Essence|51714|80-UJI-306|Mulhouse|45432|6
VEH-15432|BMW|X3|2016|Violet royal|Hybride|181209|13-JMU-786|Limoges|26872|6
VEH-15433|Ford|Puma|2025|Orange fusion|Electrique|34078|18-HFB-662|Amiens|56924|3
VEH-15434|Renault|Scenic E-Tech|2022|Orange fusion|Hybride|62468|62-UVT-422|Perpignan|9627|6
VEH-15435|Nissan|Micra|2021|Vert olive|Hybride|97835|79-QDU-316|Toulon|32929|3
VEH-15436|Citroen|C3|2022|Violet royal|Diesel|35002|33-JDP-175|Martigues|33144|5
VEH-15437|Ford|Fiesta|2020|Orange fusion|Essence|156929|13-CMI-931|Le Havre|31700|6
VEH-15438|Peugeot|5008|2020|Noir perla|Essence|64943|62-IEM-972|Reims|25200|2
VEH-15439|Ford|Mustang Mach-E|2017|Bleu intense|Diesel|88586|72-GJH-405|Angers|46515|7
VEH-15440|Fiat|Panda|2015|Blanc nacre|Electrique|65450|82-UDO-975|Amiens|23518|5
VEH-15441|Citroen|C4|2018|Gris platine|Essence|135693|48-NPI-606|Le Mans|58073|7
VEH-15442|Volkswagen|ID.3|2023|Blanc nacre|Essence|194617|72-CUY-267|Le Mans|20022|3
VEH-15443|Hyundai|Kona|2023|Rouge flamme|GPL|44842|28-HPB-524|Limoges|35312|4
VEH-15444|Toyota|Corolla|2015|Noir perla|Diesel|113011|73-IBU-792|Nimes|57275|1
VEH-15445|Kia|Sportage|2023|Bleu intense|Essence|97632|16-YSS-549|Villeurbanne|30990|6
VEH-15446|Mini|Cooper|2017|Violet royal|Essence|27121|42-MVW-309|Lille|42224|1
VEH-15447|Citroen|C5 Aircross|2017|Rouge flamme|Hybride|161378|69-HEP-109|Hyeres|35268|8
VEH-15448|Peugeot|408|2024|Orange fusion|Essence|180908|28-KMT-774|Saint-Etienne|11302|6
VEH-15449|Peugeot|5008|2019|Noir perla|Essence|31587|19-HUZ-601|Paris|47873|7
VEH-15450|Seat|Arona|2022|Rouge flamme|Essence|7577|39-HQU-472|Strasbourg|12004|8
VEH-15451|Peugeot|2008|2022|Vert olive|GPL|192628|64-WGE-105|Mulhouse|18706|7
VEH-15452|Peugeot|408|2017|Orange fusion|GPL|55134|22-RJM-790|Lille|29491|3
VEH-15453|Kia|EV6|2022|Noir perla|Hybride|148267|46-HPX-721|Saint-Etienne|27928|6
VEH-15454|Fiat|Panda|2018|Bleu intense|Electrique|80673|78-DHL-478|Caen|58055|2
VEH-15455|Dacia|Spring|2018|Orange fusion|GPL|135427|14-YZN-462|Amiens|50795|3
VEH-15456|Volkswagen|Tiguan|2018|Violet royal|Hybride|152897|11-KNJ-496|Clermont-Ferrand|11070|5
VEH-15457|Volkswagen|Polo|2021|Argent|GPL|41447|83-EYK-935|Angers|35843|5
VEH-15458|Renault|Arkana|2022|Blanc nacre|Diesel|126120|27-TXI-986|Dijon|49081|1
VEH-15459|Ford|Mustang Mach-E|2023|Beige sable|Hybride|135817|70-XCS-216|Aix-en-Provence|37838|2
VEH-15460|Opel|Corsa|2024|Bleu intense|Electrique|94588|85-CAH-501|Dijon|43387|2
VEH-15461|Nissan|Micra|2022|Rouge flamme|Essence|137686|96-NBP-794|Besancon|53116|6
VEH-15462|Volkswagen|ID.3|2017|Orange fusion|Diesel|121992|96-PXK-958|Aix-en-Provence|24664|7
VEH-15463|Opel|Corsa|2018|Vert olive|Hybride|30674|51-ORS-953|Toulouse|31176|8
VEH-15464|Hyundai|i30|2021|Argent|Hybride|74260|33-WLB-169|Angers|50488|3
VEH-15465|Kia|Sportage|2024|Gris platine|Electrique|163666|58-HRJ-791|Marseille|57836|5
VEH-15466|Peugeot|208|2022|Gris platine|Electrique|170848|16-JMV-994|Nice|43707|8
VEH-15467|Audi|A1|2015|Noir perla|Electrique|85552|45-MTW-697|Nice|39525|2
VEH-15468|Citroen|C4|2022|Bleu intense|Diesel|87415|57-KUZ-136|Hyeres|47002|5
VEH-15469|Dacia|Sandero|2016|Bleu intense|GPL|14351|35-XEJ-297|Annecy|43681|3
VEH-15470|Citroen|Berlingo|2018|Vert olive|Electrique|164677|56-VBU-901|Mulhouse|20350|8
VEH-15471|Mercedes|Classe A|2019|Bleu intense|GPL|184801|87-KXC-608|Angers|36504|5
VEH-15472|Audi|Q2|2025|Bleu intense|Electrique|59748|49-YHK-484|Paris|27548|7
VEH-15473|Renault|Megane E-Tech|2020|Blanc nacre|Essence|77341|27-YSO-367|Annecy|53720|2
VEH-15474|BMW|X1|2021|Argent|Hybride|142527|73-PYY-992|Paris|50693|3
VEH-15475|Seat|Arona|2017|Orange fusion|Essence|104495|24-WFZ-807|Mulhouse|47522|8
VEH-15476|Mercedes|GLA|2024|Vert olive|Electrique|167248|92-OHI-134|Toulouse|23794|2
VEH-15477|Opel|Grandland|2017|Bleu intense|Electrique|173154|23-EGG-385|Rennes|58749|7
VEH-15478|Ford|Puma|2023|Violet royal|GPL|5157|35-QSK-158|Paris|8968|6
VEH-15479|Audi|A1|2021|Violet royal|GPL|40477|63-VNR-748|Toulon|58257|8
VEH-15480|Mini|Clubman|2017|Bleu intense|Hybride|88374|18-XQD-183|Hyeres|8878|2
VEH-15481|Fiat|500|2025|Argent|Diesel|163977|52-OZE-144|Le Mans|15122|6
VEH-15482|Citroen|C4|2021|Beige sable|Essence|146209|92-HTZ-905|Lille|30230|1
VEH-15483|Nissan|Qashqai|2015|Blanc nacre|Essence|109389|65-DGW-726|Tours|44791|5
VEH-15484|Citroen|Berlingo|2024|Noir perla|Essence|22725|56-SKL-983|Nimes|33775|5
VEH-15485|Opel|Mokka|2020|Argent|Hybride|144299|10-IXH-259|Metz|25401|1
